PIV MEASUREMENT - Optoelectronics group LDCS version 1.1.0
Tom_0.5_2,06/12/2023,09:27:48
0.9258800000,0.0000204974,3.2818000000
0.9271200000,0.0000205664,3.2839000000
0.9284400000,0.0000206436,3.2845000000
0.9298700000,0.0000205859,3.2879000000
0.9311200000,0.0000205351,3.2896000000
0.9324500000,0.0000206139,3.2898000000
0.9338900000,0.0000207071,3.2919000000
0.9351700000,0.0000208001,3.2939000000
0.9365300000,0.0000208958,3.2959000000
0.9377600000,0.0000209826,3.2976000000
0.9390500000,0.0000210761,3.2989000000
0.9401800000,0.0000211586,3.3009000000
0.9416900000,0.0000212440,3.3036000000
0.9430100000,0.0000213162,3.3043000000
0.9442700000,0.0000213989,3.3070000000
0.9456900000,0.0000214725,3.3071000000
0.9472100000,0.0000215206,3.3105000000
0.9485300000,0.0000216041,3.3116000000
0.9498100000,0.0000217114,3.3142000000
0.9511300000,0.0000217793,3.3160000000
0.9524600000,0.0000218909,3.3180000000
0.9540300000,0.0000219775,3.3200000000
0.9553100000,0.0000220610,3.3218000000
0.9566000000,0.0000221312,3.3230000000
0.9578800000,0.0000221999,3.3253000000
0.9592100000,0.0000222769,3.3277000000
0.9605300000,0.0000223710,3.3291000000
0.9618700000,0.0000224708,3.3315000000
0.9632200000,0.0000225871,3.3334000000
0.9645400000,0.0000226973,3.3345000000
0.9658800000,0.0000227539,3.3372000000
0.9672600000,0.0000229061,3.3377000000
0.9686400000,0.0000229433,3.3400000000
0.9699700000,0.0000230752,3.3427000000
0.9713300000,0.0000231130,3.3438000000
0.9724500000,0.0000231744,3.3449000000
0.9740700000,0.0000232539,3.3478000000
0.9753200000,0.0000234075,3.3488000000
0.9766100000,0.0000234736,3.3505000000
0.9780000000,0.0000235173,3.3519000000
0.9796300000,0.0000236913,3.3548000000
0.9809500000,0.0000238196,3.3566000000
0.9822000000,0.0000239750,3.3596000000
0.9834700000,0.0000239446,3.3581000000
0.9847500000,0.0000239791,3.3602000000
0.9863000000,0.0000240205,3.3631000000
0.9875300000,0.0000241088,3.3653000000
0.9888200000,0.0000241961,3.3662000000
0.9901900000,0.0000242571,3.3690000000
0.9915800000,0.0000243187,3.3702000000
0.9930600000,0.0000244006,3.3714000000
0.9943400000,0.0000244567,3.3729000000
0.9956700000,0.0000245302,3.3756000000
0.9970200000,0.0000246091,3.3777000000
0.9984000000,0.0000246823,3.3794000000
0.9997700000,0.0000247544,3.3812000000
1.0011900000,0.0000248072,3.3822000000
