PIV MEASUREMENT - Optoelectronics group LDCS version 1.1.0
Tom_0.75_2,06/12/2023,09:34:45

SOURCE_INST,SOURCE_PG_GPIO_SN,SOURCE_PG_ID,SOURCE_PG_CALIB_CONSTANT,SOURCE_PG_CALIB_DATE,SOURCE_TYPE,SOURCE_PG_OSC_INST,SOURCE_PG_OSC_SN,SOURCE_PG_OSC_AVE,SOURCE_PG_OSC_SCAL,SOURCE_PG_OSC_RANG_V,SOURCE_PG_OSC_PROB_V,SOURCE_PG_OSC_UNIT_V,SOURCE_PG_OSC_RANG_I,SOURCE_PG_OSC_PROB_I,SOURCE_PG_OSC_UNIT_I,SOURCE_PG_FREQ,SOURCE_PG_OSC_AUTO,SOURCE_PG_RES,SOURCE_PG_MAX_I,SOURCE_PG_MAX_V,SOURCE_PG_CALIB,SOURCE_PG_BG_V,SOURCE_PG_BG_I,POWER_INST,POWER_INST_SN,POWER_DETECTOR,POWER_DETECTOR_SN,POWER_DETECTOR_CALIB,POWER_WL,POWER_AVE,POWER_MAX,POWER_TR,POWER_ITH,PIV_MEAS_TIME,PIV_MEAS_END
Pulse generator (digital type),100062623,Q-PG-DP,2.098,30/11/23,Pulsed,Keysight DSOX1204A Oscilloscope,CN62096236,64,+500.0E-09,+5.50E+00,+1.0000000E+00,VOLT,+1.10E+00,+2.0980000E+00,AMP,+4.95050E+03,Auto osc. on,3,1.000000,5.000000,2.098000,-0.020700,0.000290,PM100USB,1916809,S142C,221018320,18-OCT-2022,623.700000,100.000000,0.000050,TR det. off,Ith det. off,223.838,Maximum current


Current (A), Power (W), Voltage (V)
0.6463200000,0.0000002502,2.8276000000
0.6477900000,0.0000002542,2.8291000000
0.6492500000,0.0000002561,2.8304000000
0.6506900000,0.0000002580,2.8322000000
0.6520200000,0.0000002595,2.8355000000
0.6533800000,0.0000002626,2.8365000000
0.6549300000,0.0000002651,2.8384000000
0.6562300000,0.0000002678,2.8400000000
0.6575100000,0.0000002695,2.8407000000
0.6588500000,0.0000002711,2.8431000000
0.6601500000,0.0000002743,2.8458000000
0.6617000000,0.0000002772,2.8479000000
0.6632500000,0.0000002792,2.8495000000
0.6645600000,0.0000002824,2.8515000000
0.6660500000,0.0000002844,2.8527000000
0.6674900000,0.0000002885,2.8539000000
0.6688300000,0.0000002896,2.8560000000
0.6703000000,0.0000002935,2.8568000000
0.6718100000,0.0000002963,2.8596000000
0.6731300000,0.0000002985,2.8602000000
0.6746000000,0.0000003016,2.8623000000
0.6761000000,0.0000003049,2.8653000000
0.6774300000,0.0000003080,2.8665000000
0.6788700000,0.0000003112,2.8686000000
0.6802300000,0.0000003141,2.8700000000
0.6815600000,0.0000003167,2.8711000000
0.6831400000,0.0000003193,2.8725000000
0.6844700000,0.0000003239,2.8759000000
0.6859100000,0.0000003256,2.8770000000
0.6872900000,0.0000003311,2.8790000000
0.6886700000,0.0000003330,2.8796000000
0.6900900000,0.0000003386,2.8824000000
0.6912300000,0.0000003408,2.8842000000
0.6928500000,0.0000003427,2.8864000000
0.6939300000,0.0000003475,2.8867000000
0.6956500000,0.0000003503,2.8888000000
0.6970000000,0.0000003552,2.8904000000
0.6985600000,0.0000003579,2.8931000000
0.6999900000,0.0000003630,2.8950000000
0.7013500000,0.0000003673,2.8966000000
0.7029600000,0.0000003715,2.8991000000
0.7043500000,0.0000003746,2.9006000000
0.7056500000,0.0000003785,2.9017000000
0.7072700000,0.0000003850,2.9040000000
0.7085800000,0.0000003896,2.9058000000
0.7100500000,0.0000003941,2.9078000000
0.7114100000,0.0000003978,2.9104000000
0.7128300000,0.0000004026,2.9113000000
0.7142500000,0.0000004072,2.9125000000
0.7156400000,0.0000004128,2.9144000000
0.7170200000,0.0000004183,2.9159000000
0.7183500000,0.0000004245,2.9178000000
0.7197800000,0.0000004296,2.9202000000
0.7211900000,0.0000004350,2.9218000000
0.7225600000,0.0000004393,2.9230000000
0.7238800000,0.0000004457,2.9261000000
0.7250900000,0.0000004526,2.9280000000
0.7265800000,0.0000004588,2.9302000000
0.7280700000,0.0000004660,2.9308000000
0.7295200000,0.0000004735,2.9331000000
0.7309200000,0.0000004813,2.9348000000
0.7322200000,0.0000004889,2.9367000000
0.7336400000,0.0000004956,2.9381000000
0.7350800000,0.0000005044,2.9399000000
0.7361000000,0.0000005127,2.9405000000
0.7377600000,0.0000005214,2.9426000000
0.7390700000,0.0000005312,2.9446000000
0.7405000000,0.0000005401,2.9474000000
0.7418500000,0.0000005501,2.9488000000
0.7432600000,0.0000005621,2.9505000000
0.7447300000,0.0000005722,2.9521000000
0.7462300000,0.0000005839,2.9538000000
0.7475400000,0.0000005930,2.9558000000
0.7488500000,0.0000006067,2.9580000000
0.7503400000,0.0000006186,2.9592000000
0.7517700000,0.0000006312,2.9614000000
0.7531600000,0.0000006455,2.9648000000
0.7547700000,0.0000006585,2.9668000000
0.7560600000,0.0000006713,2.9673000000
0.7575000000,0.0000006876,2.9683000000
0.7588100000,0.0000007010,2.9713000000
0.7605200000,0.0000007168,2.9745000000
0.7618700000,0.0000007339,2.9739000000
0.7634500000,0.0000007516,2.9765000000
0.7650100000,0.0000007676,2.9774000000
0.7665500000,0.0000007840,2.9810000000
0.7679600000,0.0000008028,2.9838000000
0.7693100000,0.0000008223,2.9852000000
0.7707600000,0.0000008389,2.9880000000
0.7721400000,0.0000008606,2.9889000000
0.7736000000,0.0000008796,2.9909000000
0.7751300000,0.0000009011,2.9927000000
0.7763200000,0.0000009200,2.9940000000
0.7779900000,0.0000009442,2.9957000000
0.7791600000,0.0000009682,2.9971000000
0.7806100000,0.0000009921,2.9995000000
0.7819800000,0.0000010166,3.0013000000
0.7833900000,0.0000010438,3.0033000000
0.7848500000,0.0000010722,3.0040000000
0.7860800000,0.0000011023,3.0059000000
0.7876000000,0.0000011296,3.0075000000
0.7888400000,0.0000011635,3.0103000000
0.7902400000,0.0000011936,3.0125000000
0.7917400000,0.0000012238,3.0139000000
0.7930900000,0.0000012561,3.0152000000
0.7943900000,0.0000012906,3.0162000000
0.7957800000,0.0000013255,3.0194000000
0.7973000000,0.0000013611,3.0201000000
0.7985700000,0.0000013930,3.0222000000
0.8000300000,0.0000014310,3.0231000000
0.8011600000,0.0000014643,3.0250000000
0.8025700000,0.0000015014,3.0266000000
0.8038200000,0.0000015392,3.0288000000
0.8053400000,0.0000015769,3.0309000000
0.8066700000,0.0000016169,3.0323000000
0.8081900000,0.0000016570,3.0348000000
0.8092700000,0.0000016924,3.0361000000
0.8109200000,0.0000017331,3.0382000000
0.8121300000,0.0000017712,3.0389000000
0.8136300000,0.0000018107,3.0413000000
0.8148900000,0.0000018508,3.0437000000
0.8164100000,0.0000018905,3.0452000000
0.8179400000,0.0000019344,3.0476000000
0.8193400000,0.0000019744,3.0486000000
0.8206700000,0.0000020148,3.0510000000
0.8221600000,0.0000020582,3.0516000000
0.8233900000,0.0000020989,3.0534000000
0.8249000000,0.0000021407,3.0568000000
0.8259400000,0.0000021784,3.0576000000
0.8275500000,0.0000022256,3.0582000000
0.8290400000,0.0000022673,3.0598000000
0.8303300000,0.0000023148,3.0634000000
0.8317500000,0.0000023563,3.0646000000
0.8331200000,0.0000024022,3.0669000000
0.8344000000,0.0000024445,3.0687000000
0.8358200000,0.0000024894,3.0695000000
0.8371500000,0.0000025300,3.0702000000
0.8385200000,0.0000025773,3.0726000000
0.8398500000,0.0000026237,3.0751000000
0.8412200000,0.0000026686,3.0768000000
0.8426700000,0.0000027128,3.0785000000
0.8438900000,0.0000027610,3.0805000000
0.8453900000,0.0000028044,3.0828000000
0.8466500000,0.0000028477,3.0847000000
0.8479600000,0.0000028932,3.0860000000
0.8493700000,0.0000029411,3.0868000000
0.8508200000,0.0000029869,3.0883000000
0.8522800000,0.0000030361,3.0913000000
0.8535900000,0.0000030800,3.0921000000
0.8552300000,0.0000031267,3.0939000000
0.8562900000,0.0000031746,3.0954000000
0.8577200000,0.0000032186,3.0970000000
0.8588500000,0.0000032602,3.0992000000
0.8603300000,0.0000033128,3.1006000000
0.8614500000,0.0000033564,3.1017000000
0.8632600000,0.0000034079,3.1034000000
0.8644400000,0.0000034497,3.1062000000
0.8659300000,0.0000035021,3.1074000000
0.8672800000,0.0000035470,3.1098000000
0.8684800000,0.0000035929,3.1106000000
0.8698300000,0.0000036359,3.1116000000
0.8714100000,0.0000036862,3.1143000000
0.8726600000,0.0000037344,3.1163000000
0.8740600000,0.0000037822,3.1184000000
0.8756000000,0.0000038284,3.1198000000
0.8767800000,0.0000038818,3.1221000000
0.8783600000,0.0000039284,3.1228000000
0.8796800000,0.0000039753,3.1248000000
0.8810400000,0.0000040227,3.1272000000
0.8827100000,0.0000040720,3.1291000000
0.8841000000,0.0000041204,3.1301000000
0.8854900000,0.0000041686,3.1333000000
0.8867300000,0.0000042137,3.1344000000
0.8881000000,0.0000042647,3.1371000000
0.8895100000,0.0000043086,3.1379000000
0.8907500000,0.0000043596,3.1394000000
0.8920700000,0.0000044030,3.1410000000
0.8935200000,0.0000044515,3.1428000000
0.8949000000,0.0000045008,3.1458000000
0.8961500000,0.0000045495,3.1465000000
0.8976700000,0.0000045971,3.1479000000
0.8989900000,0.0000046429,3.1502000000
0.9002300000,0.0000046918,3.1518000000
0.9016100000,0.0000047373,3.1523000000
0.9029800000,0.0000047770,3.1539000000
0.9043500000,0.0000048292,3.1567000000
0.9057600000,0.0000048755,3.1591000000
0.9071700000,0.0000049226,3.1601000000
0.9083800000,0.0000049719,3.1612000000
0.9099100000,0.0000050218,3.1629000000
0.9112200000,0.0000050673,3.1652000000
0.9125700000,0.0000051119,3.1668000000
0.9139200000,0.0000051570,3.1698000000
0.9153500000,0.0000052079,3.1698000000
0.9168000000,0.0000052559,3.1719000000
0.9181800000,0.0000053054,3.1743000000
0.9195400000,0.0000053516,3.1760000000
0.9209700000,0.0000054017,3.1778000000
0.9222400000,0.0000054507,3.1797000000
0.9235100000,0.0000054998,3.1817000000
0.9249300000,0.0000055447,3.1820000000
0.9263800000,0.0000055955,3.1841000000
0.9278500000,0.0000056467,3.1865000000
0.9289700000,0.0000056954,3.1882000000
0.9303800000,0.0000057445,3.1903000000
0.9315200000,0.0000057947,3.1918000000
0.9330200000,0.0000058442,3.1931000000
0.9341500000,0.0000058930,3.1952000000
0.9355100000,0.0000059364,3.1968000000
0.9370300000,0.0000059901,3.1987000000
0.9382300000,0.0000060391,3.2003000000
0.9396300000,0.0000060904,3.2015000000
0.9408900000,0.0000061360,3.2039000000
0.9423700000,0.0000061912,3.2057000000
0.9438100000,0.0000062371,3.2076000000
0.9451600000,0.0000062859,3.2086000000
0.9463900000,0.0000063341,3.2104000000
0.9479300000,0.0000063869,3.2136000000
0.9491700000,0.0000064342,3.2158000000
0.9506100000,0.0000064853,3.2163000000
0.9518000000,0.0000065322,3.2194000000
0.9533700000,0.0000065838,3.2202000000
0.9544400000,0.0000066371,3.2224000000
0.9558800000,0.0000066860,3.2247000000
0.9571900000,0.0000067326,3.2263000000
0.9585300000,0.0000067855,3.2283000000
0.9599100000,0.0000068382,3.2295000000
0.9612900000,0.0000068877,3.2315000000
0.9626500000,0.0000069363,3.2327000000
0.9642000000,0.0000069918,3.2338000000
0.9654100000,0.0000070399,3.2372000000
0.9667200000,0.0000070909,3.2387000000
0.9680800000,0.0000071329,3.2397000000
0.9693900000,0.0000071884,3.2420000000
0.9707900000,0.0000072380,3.2448000000
0.9722600000,0.0000072813,3.2457000000
0.9735800000,0.0000073325,3.2483000000
0.9749900000,0.0000073843,3.2492000000
0.9764800000,0.0000074290,3.2503000000
0.9779600000,0.0000074835,3.2513000000
0.9791100000,0.0000075315,3.2524000000
0.9802900000,0.0000075868,3.2552000000
0.9818000000,0.0000076345,3.2557000000
0.9831000000,0.0000076895,3.2581000000
0.9846000000,0.0000077367,3.2602000000
0.9859500000,0.0000077858,3.2621000000
0.9871700000,0.0000078359,3.2634000000
0.9885300000,0.0000078906,3.2643000000
0.9898100000,0.0000079400,3.2667000000
0.9912400000,0.0000079912,3.2682000000
0.9926200000,0.0000080380,3.2701000000
0.9940400000,0.0000080871,3.2713000000
0.9953100000,0.0000081416,3.2727000000
0.9969000000,0.0000081943,3.2756000000
0.9983900000,0.0000082433,3.2775000000
0.9997700000,0.0000082974,3.2789000000
1.0011700000,0.0000083407,3.2794000000
